facility_id,subcounty_id,county_id,facility_name,facility_type,bed_capacity
565,62,11,Health_ZPQMBQ,Sub-county Hospital,11
566,273,44,Health_YHTMDK,County Hospital,8
567,18,3,Health_HUJFQA,Dispensary,10
568,252,39,Health_VIKGNG,Health Centre,11
569,35,7,Health_BURBNP,Clinic,10
570,42,8,Health_XHUDYP,Dispensary,9
571,104,16,Health_ARGXFY,Health Centre,14
572,112,17,Health_APCSPD,Dispensary,18
573,258,40,Health_LPRWOF,Clinic,12
574,50,9,Health_GXOIZF,Health Centre,6
575,118,18,Health_DYOSBS,Clinic,8
576,201,30,Health_OXSFHW,Clinic,8
577,33,6,Health_JKNDDH,Sub-county Hospital,12
578,262,42,Health_HIGZMZ,Health Centre,7
579,212,31,Health_RTZCYY,Dispensary,8
580,55,10,Health_THNWUC,Health Centre,8
581,179,27,Health_JGVOOT,Sub-county Hospital,14
582,141,22,Health_UYLFYZ,Sub-county Hospital,10
583,236,35,Health_XZHGNA,County Hospital,6
584,152,23,Health_GKRIND,Clinic,7
585,21,4,Health_BIAKHK,Health Centre,12
586,81,13,Health_WQQNKC,Sub-county Hospital,10
587,156,24,Health_XMQNPS,Health Centre,11
588,106,16,Health_WJBRZG,Sub-county Hospital,13
589,37,7,Health_TIMRFY,Health Centre,7
590,20,3,Health_QFVWNQ,Clinic,10
591,20,3,Health_IUDFON,County Hospital,14
592,267,43,Health_FPUTYV,Sub-county Hospital,6
593,113,17,Health_NFMAHN,County Hospital,12
594,141,22,Health_SYDOQH,County Hospital,9
595,102,16,Health_NDQDLU,Health Centre,13
596,180,28,Health_QJZSBH,Health Centre,18
597,117,18,Health_CDZDFG,County Hospital,12
598,172,26,Health_INTZAE,Dispensary,15
599,107,16,Health_PHCLOK,County Hospital,15
600,112,17,Health_BYGKML,Sub-county Hospital,10
601,145,22,Health_RALIDC,Clinic,12
602,34,6,Health_YJFMWV,Sub-county Hospital,19
603,247,38,Health_OYDVIZ,County Hospital,10
604,99,15,Health_WBKXWM,Clinic,10
605,72,12,Health_XZWSZK,Health Centre,11
606,268,43,Health_EAXZZN,Clinic,13
607,62,11,Health_OEDNIY,Sub-county Hospital,16
608,108,17,Health_VZHGTX,County Hospital,14
609,277,45,Health_DRRBSP,Health Centre,4
610,84,13,Health_HKMNJV,County Hospital,8
611,232,34,Health_TUXSIB,Sub-county Hospital,10
612,177,27,Health_QZAKED,Sub-county Hospital,3
613,179,27,Health_GOBGMH,Clinic,9
614,197,30,Health_XHNSCE,Dispensary,14
615,239,36,Health_RMDFNZ,Health Centre,10
616,126,18,Health_DUCQYQ,County Hospital,14
617,104,16,Health_TPBHPX,County Hospital,12
618,40,7,Health_USQFSE,Health Centre,16
619,229,34,Health_SPASGB,Health Centre,17
620,75,12,Health_DLEAII,County Hospital,12
621,155,24,Health_CSGAGM,County Hospital,6
622,160,25,Health_EEMRWS,County Hospital,7
623,34,6,Health_NJMFTV,Dispensary,8
624,126,18,Health_EEDTOQ,Dispensary,9
625,262,42,Health_TLTATG,Dispensary,13
626,139,21,Health_OATKKP,Clinic,13
627,127,18,Health_NAWQEV,Sub-county Hospital,10
628,158,24,Health_EGUFHK,Health Centre,7
629,223,33,Health_MPZOQA,Sub-county Hospital,10
630,262,42,Health_IRTQIT,Sub-county Hospital,6
631,228,33,Health_JETORU,County Hospital,9
632,254,39,Health_MMYUUM,County Hospital,11
633,55,10,Health_SJKNNX,Clinic,12
634,54,10,Health_LIWDKZ,Dispensary,7
635,111,17,Health_DNYRCA,Dispensary,8
636,258,40,Health_AAZIIR,County Hospital,7
637,45,8,Health_LCPHWI,Clinic,4
638,103,16,Health_SAHIAK,Dispensary,11
639,272,43,Health_JFKYCN,Health Centre,17
640,248,38,Health_BPWHNS,Clinic,9
641,110,17,Health_UBHAGQ,Health Centre,12
642,258,40,Health_CBRQFC,Dispensary,13
643,93,14,Health_NQUCYA,Health Centre,7
644,223,33,Health_QFKGNP,Sub-county Hospital,9
645,279,45,Health_BPHVOQ,Sub-county Hospital,7
646,251,38,Health_SZGNSE,Health Centre,8
647,267,43,Health_JEFRHP,County Hospital,9
648,190,30,Health_BKTWGE,Dispensary,5
649,155,24,Health_ZIRICL,County Hospital,11
650,119,18,Health_BLTBNU,Health Centre,13
651,172,26,Health_DOEHYZ,Health Centre,5
652,148,23,Health_PQNXIF,Sub-county Hospital,12
653,48,8,Health_ZSPMYT,Clinic,11
654,189,29,Health_XFICJT,Sub-county Hospital,11
655,123,18,Health_VQRPGK,Dispensary,6
656,248,38,Health_IXZTML,County Hospital,10
657,146,22,Health_QJJGFP,County Hospital,10
658,166,26,Health_OZYSZX,Clinic,9
659,140,21,Health_KLBDPC,Sub-county Hospital,11
660,278,45,Health_UTDJDF,County Hospital,9
661,52,10,Health_UPXSZT,Clinic,13
662,173,27,Health_BTXJVQ,Clinic,13
663,36,7,Health_SRVOYF,Clinic,6
664,115,18,Health_RIFZHC,Clinic,9
665,94,14,Health_XBORFO,Health Centre,12
666,24,4,Health_EQZDQN,Dispensary,10
667,198,30,Health_ZTJARY,Sub-county Hospital,8
668,242,36,Health_XTJBYF,Health Centre,8
669,285,46,Health_ONDEVY,County Hospital,9
670,32,6,Health_KENUYI,Health Centre,13
671,27,5,Health_EPSCNE,Clinic,12
672,141,22,Health_OIOVJU,Health Centre,9
673,266,42,Health_CTCLEE,Health Centre,7
674,8,2,Health_PDNAAQ,Health Centre,9
675,219,32,Health_PFZEWK,County Hospital,9
676,237,35,Health_HRPIVJ,Sub-county Hospital,11
677,261,41,Health_JKOJSD,County Hospital,7
678,121,18,Health_RHLRKL,Dispensary,10
679,105,16,Health_IQZIXG,Dispensary,8
680,207,30,Health_TSTKWN,Dispensary,17
681,271,43,Health_QXMKQK,Health Centre,11
682,217,31,Health_AMVVVR,Health Centre,8
683,62,11,Health_QAWNIU,Clinic,13
684,187,29,Health_YHYFAK,County Hospital,8
685,137,20,Health_VCVKQO,Dispensary,15
686,166,26,Health_YQZFLE,Clinic,11
687,82,13,Health_ETOWQG,Clinic,9
688,245,37,Health_MXFEYS,Clinic,9
689,54,10,Health_TQOWLK,Clinic,9
690,113,17,Health_KWYLOK,County Hospital,15
691,239,36,Health_ZCQPLN,Dispensary,6
692,61,11,Health_RZJBTZ,Health Centre,9
693,151,23,Health_LXICWX,Health Centre,13
694,191,30,Health_IYIEXH,Sub-county Hospital,15
695,223,33,Health_FYMNDJ,County Hospital,12
696,7,2,Health_WXERZR,Dispensary,12
697,65,11,Health_CKVXUB,Clinic,12
698,157,24,Health_QUMPFR,County Hospital,12
699,60,11,Health_SQUEOX,County Hospital,8
700,108,17,Health_LHPNQG,Sub-county Hospital,14
701,107,16,Health_LHHOLI,Health Centre,9
702,104,16,Health_RTZEWZ,Health Centre,3
703,28,5,Health_FOGRLV,Sub-county Hospital,8
704,93,14,Health_BKSYNW,Clinic,12
705,191,30,Health_FCSECF,Dispensary,11
706,128,18,Health_RIWGZM,Clinic,8
707,265,42,Health_EZHADQ,Clinic,13
708,51,9,Health_IMLPAB,Dispensary,6
709,93,14,Health_AWXPHE,Sub-county Hospital,12
710,113,17,Health_YDEHQS,Dispensary,13
711,278,45,Health_ILSOCU,Sub-county Hospital,12
712,37,7,Health_BAKTCV,Clinic,11
713,46,8,Health_ZMRBHD,County Hospital,10
714,242,36,Health_MLOVCN,Health Centre,8
715,196,30,Health_UQXDAS,County Hospital,8
716,47,8,Health_PODZZH,Health Centre,11
717,179,27,Health_CRGKUR,Sub-county Hospital,12
718,18,3,Health_GYBEYN,County Hospital,16
719,98,15,Health_OSBMBA,Health Centre,10
720,30,5,Health_ENWXVQ,Clinic,3
721,90,14,Health_UOKKCX,Sub-county Hospital,9
722,34,6,Health_WNKEPC,Health Centre,7
723,127,18,Health_XYAAJY,Health Centre,13
724,52,10,Health_CXAETJ,County Hospital,7
725,47,8,Health_EFZYOO,Health Centre,9
726,40,7,Health_ZAOWSE,County Hospital,15
727,187,29,Health_WKNZEY,County Hospital,13
728,64,11,Health_FNCHTQ,Health Centre,2
729,119,18,Health_SQBPWT,Health Centre,12
730,184,28,Health_YQUCVA,Dispensary,10
731,126,18,Health_EJBQOA,Sub-county Hospital,9
732,6,1,Health_LTALGD,Clinic,8
733,274,44,Health_XQYFVV,Sub-county Hospital,14
734,194,30,Health_ZGNGXK,Health Centre,5
735,283,46,Health_FPMQZD,Health Centre,10
736,74,12,Health_TAOMEL,Health Centre,10
737,210,31,Health_UINOXI,Health Centre,6
738,133,19,Health_HHQNFR,Sub-county Hospital,8
739,115,18,Health_QHNCNO,Health Centre,11
740,13,3,Health_PPFUIC,County Hospital,8
741,44,8,Health_FKQUXB,Sub-county Hospital,6
742,289,47,Health_LVGYWN,County Hospital,7
743,129,18,Health_HUPKXW,Dispensary,9
744,187,29,Health_USFAZM,Clinic,6
745,17,3,Health_VSGGMR,County Hospital,11
746,162,25,Health_SATNOD,County Hospital,17
747,31,6,Health_ZARVIG,Dispensary,12
748,261,41,Health_ACQXZI,Sub-county Hospital,15
749,219,32,Health_DRIEYN,Health Centre,10
750,276,44,Health_HJADDL,Health Centre,9
751,130,19,Health_NZKFSB,Sub-county Hospital,5
752,32,6,Health_MHJKGO,Health Centre,14
753,160,25,Health_OSWJZC,County Hospital,6
754,120,18,Health_AUBQGQ,Dispensary,10
755,94,14,Health_KBTSYD,County Hospital,11
756,277,45,Health_IRBNBB,County Hospital,12
757,38,7,Health_JUJPUW,Dispensary,6
758,248,38,Health_NNFLUP,Clinic,11
759,291,47,Health_UKMETS,Clinic,6
760,234,35,Health_FIVWGD,Clinic,12
761,151,23,Health_OMXLAK,Sub-county Hospital,10
762,158,24,Health_WKHWZR,Clinic,9
763,131,19,Health_AMIQCS,Dispensary,9
764,181,28,Health_XMSNCX,Health Centre,6
765,74,12,Health_DPLTZD,Health Centre,11
766,157,24,Health_JKMRMF,County Hospital,18
767,248,38,Health_WKKCUB,Dispensary,12
768,263,42,Health_NBBSWL,Health Centre,10
769,12,3,Health_SMOKVP,County Hospital,7
770,77,13,Health_RHVTXN,Sub-county Hospital,7
771,154,24,Health_IEFHKC,Dispensary,11
772,6,1,Health_ZJXMQE,Dispensary,8
773,85,13,Health_PQEUXM,Dispensary,8
774,46,8,Health_WXKCCO,Dispensary,18
775,275,44,Health_WNDSPP,Dispensary,7
776,58,11,Health_XTDHOE,Health Centre,8
777,10,2,Health_KKTGCK,County Hospital,4
778,253,39,Health_IAJZOX,Sub-county Hospital,12
779,158,24,Health_WDQBOZ,Health Centre,10
780,22,4,Health_ULGSHM,Health Centre,12
781,161,25,Health_TXCHBU,Dispensary,6
782,6,1,Health_UXDLHI,Dispensary,5
783,291,47,Health_MIPXTL,County Hospital,8
784,204,30,Health_JRGHWV,Dispensary,12
785,239,36,Health_ZKRLRG,County Hospital,10
786,289,47,Health_CXOWEL,County Hospital,11
787,164,26,Health_ZCPNKW,Clinic,7
788,291,47,Health_ZIHXBT,Clinic,9
789,204,30,Health_DLERDG,Clinic,9
790,17,3,Health_GFVQZO,Dispensary,15
791,201,30,Health_SUJEPB,Clinic,5
792,232,34,Health_BOCUTR,Health Centre,6
793,54,10,Health_DXJHSI,Sub-county Hospital,12
794,253,39,Health_JAOAZM,County Hospital,15
795,218,32,Health_YOPXHV,Health Centre,8
796,111,17,Health_GLITPC,County Hospital,6
797,70,12,Health_FBSFSB,Clinic,8
798,229,34,Health_SGAUIE,Sub-county Hospital,13
799,290,47,Health_DGIIQT,Sub-county Hospital,11
800,278,45,Health_GEJTUN,Clinic,7
801,126,18,Health_SLPQAI,Sub-county Hospital,13
802,256,40,Health_DXXFTA,Clinic,9
803,73,12,Health_AYOFSD,Clinic,7
804,18,3,Health_HGMBYW,County Hospital,15
805,20,3,Health_RPONEO,Dispensary,6
806,18,3,Health_TPGEZV,Health Centre,13
807,218,32,Health_BFAYNX,Sub-county Hospital,10
808,182,28,Health_ONPOLV,Sub-county Hospital,13
809,127,18,Health_ZMVYDV,County Hospital,13
810,182,28,Health_XGZTHM,County Hospital,15
811,215,31,Health_GRTQFU,County Hospital,7
812,222,32,Health_ERYJJF,Sub-county Hospital,9
813,279,45,Health_GKPWNP,Clinic,14
814,116,18,Health_AICBSZ,County Hospital,8
815,153,23,Health_JHUCIF,Health Centre,15
816,25,4,Health_NJDBTW,Clinic,20
817,174,27,Health_MFBTNP,Dispensary,12
818,136,20,Health_XRUOUY,Health Centre,9
819,163,25,Health_AKPFMB,Dispensary,6
820,51,9,Health_BKUNWR,Health Centre,8
821,117,18,Health_DQGQUG,Sub-county Hospital,10
822,235,35,Health_FDUASQ,County Hospital,9
823,70,12,Health_ECWPKP,Dispensary,11
824,167,26,Health_BMVZTY,Sub-county Hospital,9
825,48,8,Health_RXPUYN,Dispensary,9
826,141,22,Health_ARPWBD,Health Centre,16
827,52,10,Health_IRXSPM,County Hospital,5
828,97,15,Health_ZKRXUM,Sub-county Hospital,11
829,194,30,Health_ACIVZG,Dispensary,10
830,286,46,Health_RBXYHW,Sub-county Hospital,11
831,1,1,Health_WWNNYQ,Sub-county Hospital,10
832,229,34,Health_HTOMJY,Sub-county Hospital,14
833,276,44,Health_CCIZUQ,County Hospital,11
834,286,46,Health_LRISYQ,Health Centre,12
835,68,11,Health_HMEKEZ,Dispensary,10
836,221,32,Health_RFUVDS,County Hospital,11
837,26,4,Health_IUHBBP,Sub-county Hospital,14
838,217,31,Health_RCRPJU,County Hospital,9
839,276,44,Health_DUJMDJ,Clinic,9
840,214,31,Health_YWTJAI,Dispensary,11
841,155,24,Health_DSXDSD,Clinic,9
842,48,8,Health_JYOTHT,Health Centre,7
843,228,33,Health_PBKVNU,Dispensary,8
844,276,44,Health_IHWAUF,Health Centre,11
845,232,34,Health_GJFMVM,County Hospital,12
846,33,6,Health_PUYUQY,Clinic,13
847,126,18,Health_VYKKIH,Health Centre,7
848,122,18,Health_AVXPHJ,County Hospital,12
849,278,45,Health_YHDDAD,County Hospital,9
850,223,33,Health_PSZYYW,Dispensary,13
851,252,39,Health_VBLGFJ,Sub-county Hospital,6
852,91,14,Health_VCMQLR,Health Centre,12
853,238,36,Health_HVPTVC,Sub-county Hospital,10
854,211,31,Health_BVLLUN,Dispensary,10
855,183,28,Health_FWZYKX,Sub-county Hospital,14
856,66,11,Health_OYRWCF,Sub-county Hospital,9
857,154,24,Health_DIXIFF,Health Centre,14
858,205,30,Health_FGCLIT,Clinic,13
859,109,17,Health_MDTPKB,Sub-county Hospital,10
860,266,42,Health_SFSFJM,Dispensary,8
861,40,7,Health_IZJMAU,Clinic,12
862,249,38,Health_VGWDOJ,Sub-county Hospital,8
863,119,18,Health_FJOYQP,Sub-county Hospital,9
864,212,31,Health_RSSLZY,Health Centre,9
865,216,31,Health_VYSCYC,Dispensary,9
866,73,12,Health_MZAORL,Clinic,6
867,203,30,Health_ELGSWW,Clinic,9
868,169,26,Health_ICQFLC,Clinic,18
869,207,30,Health_EQPEAP,Dispensary,5
870,181,28,Health_KUIDJP,Health Centre,15
871,27,5,Health_YVDXKT,Clinic,9
872,108,17,Health_NKHEHO,County Hospital,11
873,232,34,Health_DDBDBU,Clinic,14
874,292,47,Health_NNZFFM,County Hospital,15
875,145,22,Health_DROBUH,County Hospital,14
876,85,13,Health_PAVOKM,County Hospital,7
877,47,8,Health_BFKPAA,Health Centre,11
878,267,43,Health_NFAVIE,Sub-county Hospital,6
879,141,22,Health_PSQIQC,Sub-county Hospital,9
880,257,40,Health_HKRZBK,Health Centre,16
881,37,7,Health_ZEZMIE,Health Centre,10
882,5,1,Health_KKXDLR,Dispensary,10
883,289,47,Health_CQTMZF,Dispensary,8
884,63,11,Health_JQJWQK,Sub-county Hospital,9
885,78,13,Health_DZIEVO,Sub-county Hospital,18
886,212,31,Health_UEZHFT,Health Centre,12
887,26,4,Health_KLPHNM,Dispensary,9
888,82,13,Health_TZYBXF,Clinic,9
889,160,25,Health_MZZNLR,Dispensary,6
890,37,7,Health_PPYYOH,Health Centre,11
891,290,47,Health_YNJARV,Health Centre,6
892,6,1,Health_OXGIOQ,Sub-county Hospital,7
893,1,1,Health_GASXJJ,Health Centre,14
894,13,3,Health_XPGOQD,Dispensary,7
895,32,6,Health_TMQISP,Dispensary,10
896,251,38,Health_ATRVKM,County Hospital,14
897,157,24,Health_YAUDVD,Clinic,9
898,51,9,Health_ULVLIM,Dispensary,12
899,46,8,Health_DBDWEN,Dispensary,15
900,182,28,Health_ZEVXNH,Clinic,8
901,232,34,Health_IDIZOE,Dispensary,8
902,208,31,Health_UUPIPX,Sub-county Hospital,14
903,288,47,Health_WDLMOP,County Hospital,6
904,263,42,Health_CDQDNG,Dispensary,15
905,183,28,Health_TTPYMN,Sub-county Hospital,15
906,81,13,Health_IAVTBP,Sub-county Hospital,8
907,116,18,Health_FCMQYF,Clinic,6
908,234,35,Health_LHSIRF,Health Centre,8
909,122,18,Health_CXZLFL,Clinic,14
910,118,18,Health_NQTFHR,Sub-county Hospital,7
911,3,1,Health_QXLZAZ,Clinic,6
912,259,41,Health_OEQKQX,Dispensary,12
913,107,16,Health_DGBYVE,Dispensary,13
914,281,45,Health_JTDJGZ,Dispensary,12
915,247,38,Health_RPVSGN,Dispensary,7
916,249,38,Health_WLCDMZ,County Hospital,11
917,32,6,Health_WFPGOR,Health Centre,12
918,224,33,Health_STQJHB,Clinic,8
919,19,3,Health_YNTSIZ,Clinic,17
920,148,23,Health_QVQBMC,Health Centre,12
921,42,8,Health_NFRQIT,Health Centre,6
922,37,7,Health_DSNETD,Health Centre,6
923,60,11,Health_FJEMMZ,Sub-county Hospital,5
924,145,22,Health_JQEBIJ,Health Centre,13
925,142,22,Health_TKEJNC,Health Centre,11
926,137,20,Health_DTMZVO,Clinic,6
927,108,17,Health_YVOSZC,Sub-county Hospital,10
928,277,45,Health_YFBVMO,Clinic,11
929,196,30,Health_JUKWSQ,County Hospital,15
930,44,8,Health_QULDFT,County Hospital,6
931,153,23,Health_JPTCOC,County Hospital,8
932,194,30,Health_LKIWPF,County Hospital,13
933,181,28,Health_XLARHG,Clinic,11
934,175,27,Health_CATUAA,Health Centre,11
935,155,24,Health_EZSUJN,Health Centre,13
936,147,22,Health_NEWZVN,Health Centre,13
937,281,45,Health_ZXKGMS,Dispensary,5
938,18,3,Health_GENCAR,Sub-county Hospital,7
939,225,33,Health_TQPQPN,Dispensary,12
940,87,13,Health_XFTVQM,Sub-county Hospital,6
941,16,3,Health_UARDVF,Clinic,11
942,103,16,Health_ODLOWF,Sub-county Hospital,12
943,152,23,Health_DMXPOC,Sub-county Hospital,7
944,281,45,Health_RWMQHH,Clinic,9
945,45,8,Health_QRGTWZ,Clinic,3
946,124,18,Health_GQTMJY,Health Centre,14
947,33,6,Health_KSTTEU,Health Centre,11
948,126,18,Health_BQBFFN,Sub-county Hospital,5
949,219,32,Health_OWIUQT,Dispensary,7
950,120,18,Health_IMIBKK,Dispensary,7
951,73,12,Health_TRZNDK,Dispensary,13
952,290,47,Health_QIHEEB,Health Centre,7
953,270,43,Health_PWKTAX,Clinic,10
954,134,20,Health_VSQSBE,Clinic,8
955,11,2,Health_ISSUSN,Dispensary,10
956,48,8,Health_ILCRRZ,Dispensary,11
957,5,1,Health_FKLNKX,Health Centre,10
958,231,34,Health_HBAKMG,Dispensary,8
959,184,28,Health_EQLLYA,Dispensary,13
960,109,17,Health_TMUJBI,Sub-county Hospital,7
961,115,18,Health_URSTWH,Clinic,11
962,158,24,Health_TSKCZP,Sub-county Hospital,12
963,245,37,Health_RLYONA,Dispensary,13
964,234,35,Health_SAGYGP,Sub-county Hospital,8
965,288,47,Health_WWWGAD,Health Centre,13
966,11,2,Health_SLZZUR,Sub-county Hospital,8
967,85,13,Health_VLSHLG,Clinic,7
968,149,23,Health_SOPSRK,Sub-county Hospital,5
969,99,15,Health_FGZYCE,Dispensary,12
970,223,33,Health_EFYQGF,Health Centre,10
971,143,22,Health_TFCITF,Clinic,5
972,87,13,Health_TKRIJF,Sub-county Hospital,10
973,234,35,Health_QFMWVF,Dispensary,8
974,3,1,Health_SCMSOH,Dispensary,8
975,185,29,Health_JPHGHW,Sub-county Hospital,11
976,172,26,Health_AZHEBL,County Hospital,8
977,159,24,Health_LPCSXI,Health Centre,5
978,153,23,Health_RRSSFL,Dispensary,9
979,271,43,Health_PLMNGR,County Hospital,4
980,9,2,Health_FQNHXR,County Hospital,8
981,133,19,Health_VVRBLS,Clinic,9
982,61,11,Health_RLGIAM,Clinic,17
983,38,7,Health_WEQGAD,Dispensary,6
984,55,10,Health_DLDGJE,Dispensary,12
985,76,13,Health_LFRTCS,Health Centre,7
986,223,33,Health_FWZATL,Sub-county Hospital,16
987,201,30,Health_MYJNXP,Clinic,8
988,207,30,Health_YIYSVR,Health Centre,7
989,40,7,Health_RLLQBM,Clinic,8
990,112,17,Health_EZUFRD,Health Centre,5
991,223,33,Health_BGJNPM,Health Centre,17
992,258,40,Health_EZCVMV,Sub-county Hospital,20
993,285,46,Health_CFHEFB,Clinic,12
994,83,13,Health_OVCSLB,Sub-county Hospital,6
995,3,1,Health_HQFSJU,County Hospital,7
996,157,24,Health_MMSWWV,County Hospital,14
997,56,10,Health_GBAHSI,Dispensary,11
998,149,23,Health_FPONKP,Sub-county Hospital,7
999,82,13,Health_QLTFQT,Health Centre,9
1000,142,22,Health_OOLJUH,Dispensary,8
1001,79,13,Health_UHPBRM,Health Centre,6
1002,140,21,Health_JBDEHA,Sub-county Hospital,11
1003,112,17,Health_HEKMLC,Clinic,6
1004,81,13,Health_KQAUUU,Health Centre,9
1005,147,22,Health_XOVUXZ,County Hospital,14
1006,170,26,Health_HGWMPB,Sub-county Hospital,8
1007,234,35,Health_XZOLHX,Sub-county Hospital,15
1008,18,3,Health_CKCGFR,Sub-county Hospital,11
1009,175,27,Health_FUGYEJ,County Hospital,7
1010,249,38,Health_APEMCX,Health Centre,8
1011,186,29,Health_OHRMTY,Clinic,7
1012,182,28,Health_YVLBOS,County Hospital,15
1013,188,29,Health_FKZFOI,Health Centre,13
1014,266,42,Health_EVOQEW,County Hospital,9
1015,254,39,Health_ZXJTQV,Clinic,11
1016,94,14,Health_YYBQPB,Clinic,10
1017,73,12,Health_ARZCHE,Health Centre,8
1018,11,2,Health_KQFKFF,Clinic,12
1019,18,3,Health_MIEGCK,Sub-county Hospital,8
1020,187,29,Health_ZIOYTX,Sub-county Hospital,10
1021,55,10,Health_DQBQSX,Clinic,7
1022,4,1,Health_AEKVAA,Clinic,7
1023,180,28,Health_DTRMYM,Health Centre,14
1024,58,11,Health_FBSBQO,Clinic,16
1025,181,28,Health_JJJILB,Dispensary,10
1026,278,45,Health_FCBKID,Clinic,11
1027,78,13,Health_HZXIFA,Health Centre,7
1028,228,33,Health_PMDKUW,Clinic,14
1029,68,11,Health_DBEAZH,Clinic,6
1030,237,35,Health_GBWERO,Dispensary,8
1031,2,1,Health_RQKQBY,County Hospital,11
1032,8,2,Health_OPCUBH,Clinic,14
1033,68,11,Health_YYRJJW,County Hospital,9
1034,38,7,Health_MHGQHH,Health Centre,11
1035,184,28,Health_GOLSYT,Health Centre,10
1036,171,26,Health_VLRBXA,Sub-county Hospital,9
1037,227,33,Health_HVOMAX,County Hospital,9
1038,68,11,Health_AFPPLY,Clinic,10
1039,6,1,Health_LTAOPG,Dispensary,11
1040,254,39,Health_TPPTMI,Clinic,13
1041,257,40,Health_WRKZPJ,County Hospital,10
1042,29,5,Health_VQFXFW,Dispensary,7
1043,60,11,Health_BPNPRL,Clinic,9
1044,284,46,Health_ZFNOYZ,Health Centre,11
1045,20,3,Health_ZVGUUK,Sub-county Hospital,6
1046,209,31,Health_ESHAHW,Sub-county Hospital,12
1047,158,24,Health_GPQOLS,Clinic,11
1048,92,14,Health_WKENEZ,Dispensary,10
1049,64,11,Health_WWDBOK,Sub-county Hospital,9
1050,76,13,Health_IWNCUR,County Hospital,10
1051,204,30,Health_UXRFUD,Sub-county Hospital,12
1052,32,6,Health_UCBIPY,Sub-county Hospital,11
1053,223,33,Health_MZQXKW,Dispensary,11
1054,159,24,Health_ARSYYQ,Dispensary,7
1055,25,4,Health_COYWIH,Health Centre,11
1056,181,28,Health_BREWOD,Clinic,12
1057,137,20,Health_WYBSKO,Dispensary,8
1058,64,11,Health_QFRZQX,Clinic,10
1059,219,32,Health_FBQECG,County Hospital,15
1060,79,13,Health_NVIWPA,Sub-county Hospital,7
1061,57,11,Health_ZLCACF,Dispensary,7
1062,223,33,Health_JDALHK,Dispensary,6
1063,70,12,Health_GIWBRB,County Hospital,9
1064,286,46,Health_QBPYTO,County Hospital,14
1065,222,32,Health_HZMVKZ,County Hospital,8
1066,48,8,Health_ZISYAA,Health Centre,6
1067,9,2,Health_SBOLRO,County Hospital,7
1068,108,17,Health_OMBQQM,County Hospital,7
1069,124,18,Health_KJFIID,Dispensary,6
1070,249,38,Health_EGMGYK,Health Centre,9
1071,284,46,Health_DJTFMC,Dispensary,10
1072,14,3,Health_RFQRPG,County Hospital,12
1073,246,38,Health_DMBPOZ,Health Centre,18
1074,239,36,Health_CEOGTI,Health Centre,15
1075,1,1,Health_RCOIYD,Dispensary,10
1076,56,10,Health_BTQZXY,County Hospital,6
1077,196,30,Health_PDNJLZ,Clinic,9
1078,96,15,Health_ASCBYE,Dispensary,10
1079,268,43,Health_JEEINZ,Dispensary,11
1080,150,23,Health_IWPYHN,Clinic,9
1081,56,10,Health_OXRTYQ,Clinic,14
1082,220,32,Health_GWAQRT,Dispensary,20
1083,83,13,Health_RGUTKS,Health Centre,7
1084,244,37,Health_LXRXCX,Health Centre,10
1085,24,4,Health_MFEQQQ,Clinic,12
1086,123,18,Health_AQKPHV,Clinic,9
1087,77,13,Health_AXVGFX,Dispensary,11
1088,72,12,Health_NNRIQA,Dispensary,12
1089,262,42,Health_DZUVJC,Dispensary,12
1090,208,31,Health_AMZWQG,Dispensary,9
1091,254,39,Health_JQPAOR,Clinic,4
1092,57,11,Health_HIDHHP,Sub-county Hospital,9
1093,234,35,Health_PTVLOP,Sub-county Hospital,12
1094,16,3,Health_ADDSVP,Sub-county Hospital,5
1095,274,44,Health_HNRWET,Health Centre,14
1096,20,3,Health_NWXLIE,Clinic,10
1097,129,18,Health_NQTWND,Sub-county Hospital,8
1098,76,13,Health_OWZAHS,Sub-county Hospital,9
1099,257,40,Health_TVCGAZ,Clinic,7
1100,19,3,Health_MCBOQQ,Health Centre,15
1101,46,8,Health_WWZWBX,County Hospital,16
1102,148,23,Health_RCVJIL,Dispensary,12
1103,92,14,Health_WRKZDN,Health Centre,4
1104,164,26,Health_SMGTAY,County Hospital,6
1105,129,18,Health_SJKWCX,County Hospital,4
1106,93,14,Health_WHBMJY,Clinic,6
